owner_fee,join_date,service_fee,price
0,2015-07-12 07:54:51.066149,0.15,24
0,2015-07-12 07:54:51.066149,0.15,30
0,2015-07-12 15:36:25.256090,0.15,25
0,2015-07-12 15:16:43.172860,0.15,22
0,2015-07-12 09:49:22.679628,0.15,35
0,2015-07-12 13:44:23.595785,0.15,27
0,2015-07-12 06:03:52.282381,0.15,19
0,2015-07-12 10:10:31.567994,0.15,35
0,2015-07-12 10:10:31.567994,0.15,21
0,2015-07-12 16:22:02.050142,0.15,29
0,2015-07-12 16:22:02.050142,0.15,23
0,2015-07-12 13:46:33.482526,0.15,36
0,2015-07-12 07:41:23.531917,0.15,33
0,2015-07-12 07:41:23.531917,0.15,28
0,2015-07-12 15:34:37.839157,0.15,31
0,2015-07-12 15:34:37.839157,0.15,30
0,2015-07-12 13:22:22.011914,0.15,22
0,2015-07-12 15:46:12.507251,0.15,32
0,2015-07-12 15:46:12.507251,0.15,24
0,2015-07-12 15:01:18.695587,0.15,37
0,2015-07-12 14:10:27.582980,0.15,40
0,2015-07-12 11:58:37.156809,0.15,25
0,2015-07-12 11:58:37.156809,0.15,30
0,2015-07-12 14:19:04.815377,0.15,35
0,2015-07-12 14:19:04.815377,0.15,31
0,2015-07-12 09:01:13.011834,0.15,28
0,2015-07-12 09:01:13.011834,0.15,26
0,2015-07-12 17:19:08.118964,0.15,30
0,2015-07-12 09:24:56.795639,0.15,32
0,2015-07-12 09:24:56.795639,0.15,17
0,2015-07-12 09:24:56.795639,0.15,25
0,2015-07-12 10:10:02.358439,0.15,27
0,2015-07-12 14:32:47.143900,0.15,34
0,2015-07-12 14:32:47.143900,0.15,21
0,2015-07-12 14:32:47.143900,0.15,27
0,2015-07-12 19:40:14.507037,0.15,41
0,2015-07-12 19:40:14.507037,0.15,31
0,2015-07-12 16:05:55.099478,0.15,39
0,2015-07-12 16:05:55.099478,0.15,27
0,2015-07-12 16:05:55.099478,0.15,26
0,2015-07-12 10:14:02.695029,0.15,30
0,2015-07-12 13:36:53.062886,0.15,19
0,2015-07-12 13:36:53.062886,0.15,30
0,2015-07-12 07:47:34.510590,0.15,18
0,2015-07-12 15:11:30.543504,0.15,29
0,2015-07-12 15:11:30.543504,0.15,24
0,2015-07-12 15:11:30.543504,0.15,26
0,2015-07-12 05:40:09.607622,0.15,38
0,2015-07-12 05:40:09.607622,0.15,23
0,2015-07-12 17:25:25.063342,0.15,35
0,2015-07-12 17:57:11.016645,0.15,27
0,2015-07-12 18:31:19.079580,0.15,39
0,2015-07-12 12:15:27.932253,0.15,34
0,2015-07-12 12:15:27.932253,0.15,18
0,2015-07-12 12:15:27.932253,0.15,32
0,2015-07-12 15:24:56.898838,0.15,27
0,2015-07-12 20:52:56.617627,0.15,22
0,2015-07-12 14:43:47.093158,0.15,33
0,2015-07-12 18:27:07.680137,0.15,35
0,2015-07-12 13:51:43.200106,0.15,21
0,2015-07-12 12:00:03.774701,0.15,20
0,2015-07-12 11:29:17.060649,0.15,37
0,2015-07-12 11:29:17.060649,0.15,23
0,2015-07-12 11:29:17.060649,0.15,24
0,2015-07-12 21:21:59.746124,0.15,30
0,2015-07-12 11:08:23.015187,0.15,38
0,2015-07-12 11:08:23.015187,0.15,26
0,2015-07-12 11:08:23.015187,0.15,23
0,2015-07-12 17:38:55.219736,0.15,20
0,2015-07-12 17:38:55.219736,0.15,29
0,2015-07-12 13:52:21.988545,0.15,33
0,2015-07-12 13:52:21.988545,0.15,28
0,2015-07-12 14:59:47.974328,0.15,26
0,2015-07-12 14:59:47.974328,0.15,27
0,2015-07-12 05:14:12.241734,0.15,19
0,2015-07-12 05:14:12.241734,0.15,26
0,2015-07-12 14:07:05.476956,0.15,26
0,2015-07-12 12:26:32.459743,0.15,38
0,2015-07-12 12:26:32.459743,0.15,20
0,2015-07-12 08:58:28.810944,0.15,22
0,2015-07-12 12:48:49.877669,0.15,33
0,2015-07-12 12:48:49.877669,0.15,23
0,2015-07-12 11:19:37.412999,0.15,36
0,2015-07-12 11:19:37.412999,0.15,19
0,2015-07-12 11:19:37.412999,0.15,29
0,2015-07-12 11:58:15.563005,0.15,25
0,2015-07-12 11:58:15.563005,0.15,26
0,2015-07-12 15:44:49.784247,0.15,33
0,2015-07-12 15:44:49.784247,0.15,23
0,2015-07-12 15:44:49.784247,0.15,28
0,2015-07-12 15:30:59.604349,0.15,33
0,2015-07-12 15:30:59.604349,0.15,25
0,2015-07-12 15:46:50.978265,0.15,38
0,2015-07-12 15:46:50.978265,0.15,29
0,2015-07-12 17:14:57.726592,0.15,18
0,2015-07-12 17:14:57.726592,0.15,27
0,2015-07-12 13:24:10.577486,0.15,29
0,2015-07-12 12:19:41.250365,0.15,29
0,2015-07-12 12:19:41.250365,0.15,23
0,2015-07-12 15:20:04.382412,0.15,23
0,2015-07-12 14:14:15.412854,0.15,26
0,2015-07-12 08:17:48.288514,0.15,29
0,2015-07-12 08:17:48.288514,0.15,25
0,2015-07-12 08:17:48.288514,0.15,25
0,2015-07-12 14:36:59.071469,0.15,38
0,2015-07-12 14:36:59.071469,0.15,22
0,2015-07-12 14:36:59.071469,0.15,28
0,2015-07-12 17:05:39.744818,0.15,21
0,2015-07-12 10:40:02.104945,0.15,22
0,2015-07-12 14:24:52.729185,0.15,29
0,2015-07-12 14:24:52.729185,0.15,20
0,2015-07-12 14:24:52.729185,0.15,28
0,2015-07-12 08:01:04.104404,0.15,34
0,2015-07-12 08:01:04.104404,0.15,21
0,2015-07-12 08:01:04.104404,0.15,24
0,2015-07-12 17:35:43.350623,0.15,23
0,2015-07-12 17:35:43.350623,0.15,29
0,2015-07-12 18:29:12.190511,0.15,21
0,2015-07-12 18:29:12.190511,0.15,25
0,2015-07-12 11:44:18.455436,0.15,40
0,2015-07-12 11:44:18.455436,0.15,20
0,2015-07-12 11:44:18.455436,0.15,27
0,2015-07-12 14:37:53.831629,0.15,17
0,2015-07-12 09:33:39.505584,0.15,37
0,2015-07-12 09:33:39.505584,0.15,23
0,2015-07-12 21:34:34.740438,0.15,33
0,2015-07-12 21:34:34.740438,0.15,22
0,2015-07-12 12:10:57.478790,0.15,25
0,2015-07-12 13:00:07.784888,0.15,21
0.07,2017-03-02 03:53:34.338356,0.2,35
0.07,2017-03-02 03:53:34.338356,0.2,22
0.07,2017-03-02 03:53:34.338356,0.2,31
0.07,2016-12-27 16:41:09.232621,0.2,30
0.05,2016-02-27 02:05:01.530136,0.15,32
0.07,2016-12-29 07:33:39.517176,0.2,32
0.07,2016-12-29 07:33:39.517176,0.2,25
0.07,2016-12-29 07:33:39.517176,0.2,25
0.05,2016-07-27 20:05:34.148049,0.2,35
0.07,2016-11-20 14:27:47.218158,0.2,31
0.07,2017-03-20 10:13:24.111015,0.2,31
0.07,2017-05-03 21:10:03.956132,0.2,28
0.07,2017-05-08 19:04:33.257611,0.2,31
0.07,2017-05-08 19:04:33.257611,0.2,19
0.07,2017-05-08 19:04:33.257611,0.2,25
0.05,2016-07-25 16:54:17.162838,0.2,31
0.05,2016-07-25 16:54:17.162838,0.2,21
0.05,2016-07-25 16:54:17.162838,0.2,28
0.07,2017-01-14 18:56:02.855393,0.2,29
0.07,2017-01-14 18:56:02.855393,0.2,22
0.07,2017-05-20 22:38:19.369885,0.2,25
0.07,2016-12-16 13:30:18.435171,0.2,29
0.07,2016-12-16 13:30:18.435171,0.2,26
0.07,2017-04-11 17:42:57.490780,0.2,26
0.07,2016-12-31 20:03:58.996403,0.2,30
0.05,2016-10-24 17:54:52.674483,0.2,31
0.07,2017-06-07 14:39:00.118383,0.2,34
0.05,2016-06-28 04:02:11.398757,0.2,15
0.07,2016-12-24 21:53:39.576513,0.2,18
0.07,2016-12-24 21:53:39.576513,0.2,26
0.05,2016-10-01 04:23:04.384443,0.2,37
0.05,2016-10-01 04:23:04.384443,0.2,25
0.07,2017-04-17 00:56:05.201717,0.2,38
0.07,2017-02-04 08:31:11.104828,0.2,22
0.07,2017-02-04 08:31:11.104828,0.2,25
0.07,2017-01-06 06:50:22.800700,0.2,26
0.07,2017-01-06 06:50:22.800700,0.2,27
0.07,2017-01-06 06:50:22.800700,0.2,24
0.07,2017-04-19 15:34:24.984669,0.2,31
0.07,2017-04-19 15:34:24.984669,0.2,17
0.05,2016-08-06 19:43:17.421182,0.2,36
0.07,2017-05-07 20:49:05.096288,0.2,38
0.05,2016-03-04 06:16:05.505098,0.15,31
0.05,2016-03-04 06:16:05.505098,0.15,17
0.05,2016-03-04 06:16:05.505098,0.15,29
0.05,2015-12-29 23:19:06.469754,0.15,29
0.05,2015-12-29 23:19:06.469754,0.15,20
0.07,2017-02-19 05:23:00.187263,0.2,41
0.07,2017-02-19 05:23:00.187263,0.2,20
0.05,2016-09-18 19:30:36.110699,0.2,36
0.05,2016-09-18 19:30:36.110699,0.2,22
0.05,2016-09-18 19:30:36.110699,0.2,27
0.05,2016-08-26 11:12:54.035158,0.2,36
0.05,2016-08-26 11:12:54.035158,0.2,19
0.07,2017-06-06 16:41:26.940166,0.2,22
0.07,2017-06-06 16:41:26.940166,0.2,24
0.05,2016-05-21 10:02:09.189354,0.2,25
0.07,2017-06-21 23:19:23.748698,0.2,36
0.07,2017-06-21 23:19:23.748698,0.2,20
0.05,2016-04-14 07:46:09.465934,0.15,40
0.07,2017-03-27 00:17:19.966691,0.2,31
0.07,2017-03-27 00:17:19.966691,0.2,21
0.05,2016-05-04 03:33:05.065289,0.2,39
0.05,2016-05-04 03:33:05.065289,0.2,23
0.07,2017-06-10 02:06:15.655157,0.2,21
0.05,2016-06-28 04:32:22.401110,0.2,23
0.02,2015-09-22 19:52:03.061180,0.15,17
0.07,2017-05-03 09:40:12.799058,0.2,28
0.07,2017-05-03 09:40:12.799058,0.2,30
0.07,2017-05-28 06:06:18.596499,0.2,21
0.05,2016-07-22 14:58:06.210780,0.2,42
0.05,2016-07-22 14:58:06.210780,0.2,24
0.07,2017-05-26 15:22:47.678249,0.2,27
0.07,2017-05-26 15:22:47.678249,0.2,24
0.07,2017-05-26 15:22:47.678249,0.2,21
0.05,2016-07-19 19:10:43.550382,0.2,26
0.05,2016-07-19 19:10:43.550382,0.2,23
0.07,2017-04-12 06:45:34.795734,0.2,19
0.07,2017-04-12 06:45:34.795734,0.2,26
0.07,2017-06-17 21:38:51.726430,0.2,40
0.07,2017-06-17 21:38:51.726430,0.2,27
0.05,2016-06-26 08:13:05.925636,0.2,35
0.05,2016-06-26 08:13:05.925636,0.2,27
0.05,2016-03-26 00:05:43.655733,0.15,20
0.05,2016-03-26 00:05:43.655733,0.15,24
0.07,2017-04-14 19:56:34.362940,0.2,34
0.07,2017-04-14 19:56:34.362940,0.2,22
0.07,2017-04-14 19:56:34.362940,0.2,26
0.05,2016-06-04 06:05:20.357903,0.2,23
0.05,2016-06-04 06:05:20.357903,0.2,21
0.05,2016-10-04 03:20:09.441204,0.2,36
0.05,2016-10-04 03:20:09.441204,0.2,24
0.05,2016-09-11 05:34:36.539846,0.2,33
0.07,2017-06-04 11:21:53.725042,0.2,30
0.07,2017-06-04 11:21:53.725042,0.2,19
0.05,2016-01-16 01:52:57.676950,0.15,36
0.05,2016-01-16 01:52:57.676950,0.15,26
0.05,2016-01-16 01:52:57.676950,0.15,24
0.05,2016-07-15 01:34:00.985777,0.2,30
0.07,2017-06-20 20:50:02.844546,0.2,24
0.07,2017-06-20 20:50:02.844546,0.2,30
0.07,2017-03-23 23:24:34.034737,0.2,28
0.07,2017-03-23 23:24:34.034737,0.2,18
0.07,2017-03-23 23:24:34.034737,0.2,22
0.02,2015-09-19 13:35:53.905679,0.15,21
0.02,2015-09-19 13:35:53.905679,0.15,28
0.07,2017-04-17 15:57:23.097070,0.2,36
0.07,2017-04-17 15:57:23.097070,0.2,21
0.07,2017-04-17 15:57:23.097070,0.2,26
0.07,2017-07-08 17:17:58.335078,0.2,26
0.07,2017-06-02 04:42:42.747279,0.2,39
0.07,2017-06-02 04:42:42.747279,0.2,23
0.07,2016-12-03 07:27:50.151763,0.2,28
0.07,2016-12-03 07:27:50.151763,0.2,22
0.07,2016-12-03 07:27:50.151763,0.2,25
0.05,2016-05-10 06:40:06.318967,0.2,40
0.05,2016-05-10 06:40:06.318967,0.2,21
0.05,2016-02-25 03:27:04.717209,0.15,27
0.07,2017-05-31 00:31:52.657754,0.2,32
0.07,2017-05-31 00:31:52.657754,0.2,28
0.07,2017-07-03 10:25:58.624027,0.2,40
0.07,2017-07-03 10:25:58.624027,0.2,19
0.07,2017-06-01 02:37:30.530510,0.2,20
0.07,2017-06-01 02:37:30.530510,0.2,25
0.05,2016-09-15 09:00:59.460444,0.2,22
0.07,2017-01-05 08:08:25.139609,0.2,24
0.07,2017-01-05 08:08:25.139609,0.2,26
0.05,2016-02-01 12:10:52.717228,0.15,36
0.05,2016-02-01 12:10:52.717228,0.15,26
0.07,2016-11-30 04:21:08.116988,0.2,27
0.07,2016-11-30 04:21:08.116988,0.2,23
0.07,2016-11-30 04:21:08.116988,0.2,25
0.07,2017-01-01 06:52:51.256603,0.2,33
0.07,2017-01-01 06:52:51.256603,0.2,19
0.07,2017-04-15 18:36:19.446307,0.2,34
0.07,2017-04-15 18:36:19.446307,0.2,16
0.05,2016-09-25 08:36:40.026420,0.2,26
0.05,2016-11-02 01:26:07.861109,0.2,23
0.07,2017-03-21 14:39:53.165852,0.2,30
0.07,2017-03-21 14:39:53.165852,0.2,21
0.07,2017-03-21 14:39:53.165852,0.2,28
0.07,2017-01-06 20:46:54.017757,0.2,22
0.07,2017-01-06 20:46:54.017757,0.2,23
0.07,2016-11-13 16:40:43.648189,0.2,19
0.07,2016-11-13 16:40:43.648189,0.2,31
0.07,2017-05-26 01:01:20.940469,0.2,19
0.07,2017-05-26 01:01:20.940469,0.2,30
0.07,2017-05-01 06:44:35.552229,0.2,34
0.07,2017-05-01 06:44:35.552229,0.2,20
0.07,2017-05-01 06:44:35.552229,0.2,24
0.07,2016-11-17 19:09:28.701694,0.2,24
0.07,2016-11-17 19:09:28.701694,0.2,28
0.07,2016-12-07 08:12:41.825382,0.2,40
0.07,2016-12-07 08:12:41.825382,0.2,26
0.02,2015-11-28 02:18:03.021348,0.15,34
0.05,2016-06-17 09:22:03.874149,0.2,38
0.07,2017-02-10 06:11:32.731682,0.2,35
0.07,2017-02-10 06:11:32.731682,0.2,30
0.07,2016-12-21 04:22:19.194545,0.2,30
0.07,2016-12-21 04:22:19.194545,0.2,21
0.07,2017-03-11 21:03:06.475381,0.2,37
0.05,2016-01-26 18:21:19.192417,0.15,34
0.05,2016-01-26 18:21:19.192417,0.15,28
0.07,2017-01-04 17:08:11.364771,0.2,32
0.07,2017-01-04 17:08:11.364771,0.2,29
0.07,2017-05-23 09:45:09.180037,0.2,39
0.07,2017-05-23 09:45:09.180037,0.2,23
0.07,2017-02-17 22:24:21.290153,0.2,38
0.07,2017-02-17 22:24:21.290153,0.2,30
0.07,2017-02-20 03:02:56.418334,0.2,29
0.07,2017-02-20 03:02:56.418334,0.2,22
0.07,2017-02-20 03:02:56.418334,0.2,30
0.05,2016-04-13 03:25:51.343336,0.15,34
0.05,2016-04-13 03:25:51.343336,0.15,30
0.07,2017-06-16 07:14:14.003479,0.2,27
0.07,2017-06-26 09:12:11.601633,0.2,22
0.07,2017-06-26 09:12:11.601633,0.2,25
0.07,2016-12-08 04:13:39.452925,0.2,39
0.07,2016-12-08 04:13:39.452925,0.2,27
0.07,2016-12-08 04:13:39.452925,0.2,27
0.05,2016-11-08 21:06:08.247907,0.2,37
0.02,2015-11-01 05:32:20.799894,0.15,29
0.02,2015-11-01 05:32:20.799894,0.15,25
0.07,2016-11-23 17:20:03.967811,0.2,38
0.07,2016-11-23 17:20:03.967811,0.2,29
0.02,2015-11-22 02:41:03.288810,0.15,27
0.02,2015-11-22 02:41:03.288810,0.15,24
0.05,2016-06-13 10:26:31.436286,0.2,37
0.05,2016-06-13 10:26:31.436286,0.2,19
0.05,2016-06-13 10:26:31.436286,0.2,29
0.07,2017-03-21 08:45:33.771308,0.2,26
0.07,2017-03-21 08:45:33.771308,0.2,21
0.07,2017-04-27 18:56:30.404083,0.2,21
0.07,2017-04-27 18:56:30.404083,0.2,23
0.05,2016-07-28 17:50:17.127807,0.2,29
0.05,2016-09-20 08:31:00.678500,0.2,33
0.05,2016-09-20 08:31:00.678500,0.2,19
0.05,2016-10-30 07:01:00.281369,0.2,36
0.05,2016-10-30 07:01:00.281369,0.2,33
0.07,2016-11-15 16:46:22.990815,0.2,36
0.07,2016-11-15 16:46:22.990815,0.2,23
0.05,2016-08-19 03:51:39.120378,0.2,35
0.05,2016-08-19 03:51:39.120378,0.2,28
0.05,2016-08-31 20:28:39.070540,0.2,32
0.05,2016-06-01 00:48:57.704662,0.2,26
0.07,2017-06-03 10:32:11.290720,0.2,20
0.05,2016-03-19 20:53:40.313886,0.15,36
0.05,2016-10-19 20:27:13.062216,0.2,26
0.07,2017-02-18 13:10:14.774046,0.2,27
0.07,2017-02-18 13:10:14.774046,0.2,26
0.07,2017-02-18 13:10:14.774046,0.2,31
0.07,2017-03-12 06:30:23.473471,0.2,28
0.07,2017-03-19 08:10:51.026202,0.2,37
0.07,2017-03-19 08:10:51.026202,0.2,21
0.07,2017-03-19 08:10:51.026202,0.2,30
0.07,2016-12-27 23:36:51.334942,0.2,29
0.07,2017-06-14 03:11:20.994649,0.2,35
0.07,2017-06-14 03:11:20.994649,0.2,24
0.07,2017-04-26 02:31:43.890208,0.2,22
0.07,2017-04-26 02:31:43.890208,0.2,26
0.02,2015-10-09 09:10:27.674102,0.15,29
0.05,2016-07-27 15:43:19.847897,0.2,36
0.07,2017-02-22 10:32:18.340191,0.2,32
0.07,2017-02-22 10:32:18.340191,0.2,18
0.07,2017-05-12 17:19:17.396303,0.2,28
0.07,2017-02-28 18:33:51.676679,0.2,37
0.07,2017-02-28 18:33:51.676679,0.2,25
0.07,2017-01-22 15:52:08.522475,0.2,17
0.07,2017-05-06 03:33:27.042895,0.2,20
0.07,2017-07-06 22:26:07.117681,0.2,21
0.05,2016-09-21 03:29:00.682779,0.2,34
0.05,2016-09-21 03:29:00.682779,0.2,23
0.05,2016-03-28 22:13:58.490339,0.15,36
0.07,2017-06-12 14:20:52.993060,0.2,39
0.07,2017-06-12 14:20:52.993060,0.2,21
0.07,2017-04-30 03:21:19.278914,0.2,38
0.07,2017-04-30 03:21:19.278914,0.2,26
0.07,2017-04-30 03:21:19.278914,0.2,30
0.05,2016-07-13 17:19:03.954877,0.2,24
0.07,2016-12-23 20:12:04.482065,0.2,34
0.07,2016-12-23 20:12:04.482065,0.2,24
0.07,2017-02-22 05:50:18.280245,0.2,40
0.07,2017-02-22 05:50:18.280245,0.2,23
0.07,2017-06-30 03:18:29.735314,0.2,20
0.07,2017-06-30 03:18:29.735314,0.2,26
0.05,2016-06-17 02:33:27.352081,0.2,27
0.07,2017-05-21 14:17:09.636195,0.2,37
0.07,2017-05-21 14:17:09.636195,0.2,20
0.07,2017-03-18 08:30:30.624902,0.2,37
0.02,2015-11-13 22:05:42.884422,0.15,22
0.02,2015-11-13 22:05:42.884422,0.15,22
0.07,2017-03-14 13:03:58.838389,0.2,19
0.07,2017-03-14 13:03:58.838389,0.2,26
0.05,2016-01-16 07:23:41.368092,0.15,34
0.05,2016-01-16 07:23:41.368092,0.15,27
0.07,2017-06-20 19:03:43.869510,0.2,31
0.05,2016-06-18 16:45:18.208902,0.2,31
0.07,2017-01-27 22:06:30.748263,0.2,24
0.07,2016-11-16 16:02:17.044786,0.2,24
0.05,2016-07-27 00:51:07.183766,0.2,33
0.05,2016-07-27 00:51:07.183766,0.2,25
0.07,2017-03-07 11:09:36.812494,0.2,27
0.05,2016-07-20 20:12:39.030127,0.2,34
0.05,2016-07-20 20:12:39.030127,0.2,29
0.07,2016-12-22 18:35:16.388146,0.2,33
0.07,2016-12-22 18:35:16.388146,0.2,28
0.07,2017-01-08 07:50:59.672660,0.2,33
0.07,2017-01-08 07:50:59.672660,0.2,24
0.07,2017-01-08 07:50:59.672660,0.2,32
0.07,2017-04-07 02:51:12.281067,0.2,40
0.07,2017-04-07 02:51:12.281067,0.2,23
0.07,2017-04-07 02:51:12.281067,0.2,28
0.05,2016-07-18 15:36:37.609927,0.2,36
0.07,2017-01-16 18:06:36.358556,0.2,21
0.07,2017-01-16 18:06:36.358556,0.2,25
0.05,2016-02-24 03:50:24.045139,0.15,33
0.05,2016-02-24 03:50:24.045139,0.15,16
0.07,2017-07-01 19:20:29.782376,0.2,33
0.07,2017-05-29 12:20:32.531107,0.2,22
0.07,2017-05-29 12:20:32.531107,0.2,22
0.07,2017-04-03 07:07:12.206233,0.2,32
0.07,2017-04-03 07:07:12.206233,0.2,23
0.05,2016-03-06 23:31:31.993514,0.15,19
0.05,2016-03-06 23:31:31.993514,0.15,27
0.07,2017-05-22 22:23:07.651683,0.2,23
0.07,2017-05-22 22:23:07.651683,0.2,26
0.07,2017-02-25 07:43:03.989804,0.2,30
0.05,2016-04-28 13:14:17.840047,0.15,24
0.05,2016-04-28 13:14:17.840047,0.15,28
0.07,2016-11-17 15:21:47.932551,0.2,24
0.07,2017-05-31 00:45:50.483046,0.2,38
0.07,2017-05-31 00:45:50.483046,0.2,26
0.07,2017-02-12 22:23:31.027978,0.2,35
0.07,2017-02-12 22:23:31.027978,0.2,30
0.07,2017-03-23 17:05:25.503980,0.2,30
0.05,2016-06-16 08:27:18.214435,0.2,28
0.07,2017-03-06 21:17:33.641395,0.2,17
0.07,2017-01-17 07:20:28.744799,0.2,42
0.07,2017-01-17 07:20:28.744799,0.2,24
0.07,2017-01-17 07:20:28.744799,0.2,31
0.07,2017-04-05 21:26:03.655138,0.2,28
0.05,2016-04-20 00:59:36.766760,0.15,38
0.05,2016-04-20 00:59:36.766760,0.15,25
0.07,2017-04-12 10:24:34.152224,0.2,43
0.07,2017-04-12 10:24:34.152224,0.2,30
0.07,2017-05-05 12:30:05.401722,0.2,38
0.07,2017-05-05 12:30:05.401722,0.2,31
0.07,2016-11-14 19:08:28.074923,0.2,33
0.07,2016-11-14 19:08:28.074923,0.2,27
0.07,2017-01-18 22:16:57.429681,0.2,38
0.07,2017-01-18 22:16:57.429681,0.2,20
0.07,2017-02-20 13:12:54.379161,0.2,34
0.05,2016-10-06 00:58:06.310556,0.2,30
0.05,2016-10-06 00:58:06.310556,0.2,19
0.05,2016-01-26 23:11:53.804072,0.15,29
0.02,2015-10-23 02:01:23.408982,0.15,24
0.07,2017-06-04 21:24:47.208241,0.2,17
0.07,2017-06-04 21:24:47.208241,0.2,24
0.05,2016-07-28 15:26:39.136190,0.2,27
0.07,2017-07-01 03:39:11.253040,0.2,22
0.07,2017-07-01 03:39:11.253040,0.2,28
0.05,2016-10-12 21:28:49.425180,0.2,35
0.05,2016-10-12 21:28:49.425180,0.2,28
0.07,2017-05-18 12:40:34.395554,0.2,32
0.07,2017-05-18 12:40:34.395554,0.2,26
0.07,2016-12-17 15:32:46.257337,0.2,34
0.07,2017-01-01 03:15:30.045263,0.2,22
0.07,2017-01-01 03:15:30.045263,0.2,23
0.05,2015-12-31 01:24:05.069336,0.15,20
0.07,2017-02-10 16:06:35.726971,0.2,32
0.02,2015-11-19 15:34:38.746188,0.15,30
0.07,2017-04-02 12:12:35.908201,0.2,22
0.07,2016-12-04 13:46:23.243533,0.2,40
0.07,2016-12-04 13:46:23.243533,0.2,27
0.07,2016-12-04 13:46:23.243533,0.2,28
0.07,2017-02-19 23:11:06.788041,0.2,26
0.07,2017-04-21 01:51:26.984447,0.2,36
0.07,2017-04-21 01:51:26.984447,0.2,26
0.07,2016-11-10 04:53:37.370610,0.2,36
0.07,2016-11-10 04:53:37.370610,0.2,25
0.07,2016-11-10 04:53:37.370610,0.2,24
0.07,2016-11-26 03:52:01.081629,0.2,34
0.07,2016-11-26 03:52:01.081629,0.2,27
0.07,2017-04-21 20:15:31.486261,0.2,38
0.07,2017-06-29 22:46:18.066036,0.2,25
0.05,2016-07-29 15:43:19.100174,0.2,33
0.05,2016-07-29 15:43:19.100174,0.2,26
0.05,2016-02-19 05:42:25.595863,0.15,20
0.05,2016-10-14 16:36:36.287001,0.2,36
0.07,2017-07-07 17:57:40.735552,0.2,27
0.07,2016-12-15 16:55:54.130536,0.2,29
0.05,2016-09-16 15:59:24.761565,0.2,28
0.05,2016-02-13 15:14:54.370316,0.15,33
0.05,2016-02-13 15:14:54.370316,0.15,25
0.05,2016-02-13 15:14:54.370316,0.15,31
0.07,2017-03-17 07:46:28.679061,0.2,40
0.07,2017-03-17 07:46:28.679061,0.2,24
0.07,2017-05-07 14:47:25.891814,0.2,33
0.05,2016-04-30 19:51:35.566970,0.2,23
0.07,2017-02-08 10:56:33.530962,0.2,22
0.05,2016-03-02 23:44:13.818273,0.15,38
0.05,2016-03-02 23:44:13.818273,0.15,19
0.07,2016-11-15 20:29:18.170204,0.2,23
0.07,2017-01-09 20:30:53.830699,0.2,33
0.07,2017-01-09 20:30:53.830699,0.2,16
0.05,2016-01-19 13:06:42.227222,0.15,40
0.05,2016-01-19 13:06:42.227222,0.15,24
0.05,2016-01-01 05:53:56.535801,0.15,33
0.05,2016-01-01 05:53:56.535801,0.15,21
0.05,2016-01-01 05:53:56.535801,0.15,25
0.07,2017-03-15 04:01:53.359911,0.2,18
0.07,2017-03-15 04:01:53.359911,0.2,27
0.05,2016-09-21 04:28:54.431545,0.2,25
0.05,2016-09-21 04:28:54.431545,0.2,21
0.05,2016-06-14 01:41:25.008674,0.2,39
0.05,2016-06-14 01:41:25.008674,0.2,17
0.05,2016-06-14 01:41:25.008674,0.2,25
0.05,2016-10-15 16:49:20.896631,0.2,20
0.05,2016-10-15 16:49:20.896631,0.2,22
0.07,2017-06-15 01:39:13.363118,0.2,30
